Month,Weekday,Time,Bermuda,Lot 7,Lot 13,E. Troy,Lot 10,Lot 3,W. Nine Mile,Lot 8,NB Woodward,Vester,Lot 11,Lot 1,Lot 15,Lot 2,Lot 4,E. Nine Mile,Lot 9,SB Woodward,W. Troy,Withington,W. Saratoga,E. Breckenridge,Planavon,E. Saratoga,Ardmoor,24_Time,dayNum
1,Sunday,1am,0.010858585858585857,0.01917450365726228,0.020438076416337287,0.020202020202020204,0.01182040998217469,0.0176678445229682,0.004702194357366771,0.02869075369075369,0.0,0.033766233766233764,0.011837121212121214,0.00922004132231405,0.027358490566037737,0.011961722488038277,0.02954545454545455,0.00505050505050505,0.017424242424242422,0.0,0.01818181818181818,0.021103896103896104,0.0,0.0,0.005050505050505051,0.0,0.0,1,6
1,Monday,2am,0.0,0.03314176245210728,0.051759834368530024,0.02848324514991182,0.0469187675070028,0.05199394245330641,0.009852216748768473,0.07737077737077737,0.0,0.08163265306122448,0.019345238095238096,0.00974025974025974,0.07187780772686432,0.016290726817042606,0.07976190476190477,0.001763668430335097,0.016865079365079364,0.0,0.05714285714285714,0.021768707482993196,0.0,0.0,0.010582010582010581,0.0,0.0,2,0
1,Tuesday,2am,0.0,0.001567398119122257,0.003952569169960474,0.0,0.0006684491978609626,0.0017667844522968198,0.0,0.004662004662004662,0.0,0.003246753246753247,0.0004734848484848485,0.0,0.0008576329331046312,0.0,0.0022727272727272726,0.0,0.0,0.0,0.0,0.0012987012987012987,0.0,0.0,0.0,0.0,0.0,2,1
1,Wednesday,2am,0.0,0.003134796238244514,0.008893280632411068,0.0,0.007352941176470588,0.0008030838419530999,0.0005224660397074191,0.0011655011655011655,0.0,0.016233766233766232,0.0,0.0,0.0017152658662092624,0.0011961722488038277,0.0011363636363636363,0.0,0.000946969696969697,0.0,0.0,0.0012987012987012987,0.0,0.0,0.0,0.0,0.0,2,2
1,Thursday,2am,0.0,0.003134796238244514,0.004940711462450593,0.0025252525252525255,0.006016042780748664,0.004176035978156119,0.0010449320794148381,0.004662004662004662,0.0,0.016233766233766232,0.000946969696969697,0.0,0.004288164665523156,0.0011961722488038277,0.005681818181818182,0.0,0.0028409090909090906,0.0,0.00909090909090909,0.0025974025974025974,0.0,0.0,0.0,0.0,0.0,2,3
1,Friday,2am,0.0,0.006269592476489028,0.009881422924901186,0.012626262626262626,0.00802139037433155,0.00343184495127958,0.0005224660397074191,0.024475524475524476,0.0,0.00974025974025974,0.0004734848484848485,0.0,0.006003430531732418,0.0,0.003409090909090909,0.0016835016835016836,0.006628787878787879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4
1,Saturday,2am,0.0,0.02664576802507837,0.026679841897233204,0.017676767676767676,0.026325757575757575,0.01767587536138773,0.0022204806687565306,0.037296037296037296,0.0,0.045454545454545456,0.013620580808080809,0.003615702479338843,0.04030874785591766,0.014354066985645932,0.02840909090909091,0.0016835016835016836,0.017992424242424244,0.0,0.02727272727272727,0.017575757575757574,0.0,0.006493506493506494,0.0,0.0,0.0,2,5
1,Sunday,2am,0.004797979797979798,0.017868338557993732,0.019762845849802372,0.020202020202020204,0.012032085561497327,0.0176678445229682,0.004702194357366771,0.02797202797202797,0.0,0.032467532467532464,0.011560921717171718,0.00878099173553719,0.02658662092624357,0.011961722488038277,0.02954545454545455,0.00505050505050505,0.016098484848484848,0.0,0.021818181818181816,0.01841991341991342,0.0,0.0,0.005050505050505051,0.0,0.0,2,6
1,Monday,3am,0.0,0.03284072249589491,0.05110420979986197,0.026455026455026454,0.04631185807656396,0.05199394245330641,0.009852216748768473,0.07692307692307693,0.0,0.08163265306122448,0.019345238095238096,0.00974025974025974,0.07187780772686432,0.016290726817042606,0.07976190476190477,0.001763668430335097,0.016865079365079364,0.0,0.05714285714285714,0.021768707482993196,0.0,0.0,0.010582010582010581,0.0,0.0,3,0
1,Tuesday,3am,0.0,0.001567398119122257,0.003952569169960474,0.0,0.0006684491978609626,0.0017667844522968198,0.0,0.004662004662004662,0.0,0.003246753246753247,0.0004734848484848485,0.0,0.0008576329331046312,0.0,0.0022727272727272726,0.0,0.0,0.0,0.0,0.0012987012987012987,0.0,0.0,0.0,0.0,0.0,3,1
1,Wednesday,3am,0.0,0.003134796238244514,0.008893280632411068,0.0,0.007352941176470588,0.0008030838419530999,0.0005224660397074191,0.0011655011655011655,0.0,0.016233766233766232,0.0,0.0,0.0017152658662092624,0.0011961722488038277,0.0011363636363636363,0.0,0.000946969696969697,0.0,0.0,0.0012987012987012987,0.0,0.0,0.0,0.0,0.0,3,2
1,Thursday,3am,0.0,0.003134796238244514,0.004940711462450593,0.0025252525252525255,0.006016042780748664,0.004176035978156119,0.0010449320794148381,0.004662004662004662,0.0,0.016233766233766232,0.000946969696969697,0.0,0.004288164665523156,0.0011961722488038277,0.005681818181818182,0.0,0.0028409090909090906,0.0,0.00909090909090909,0.0025974025974025974,0.0,0.0,0.0,0.0,0.0,3,3
1,Friday,3am,0.0,0.006269592476489028,0.009881422924901186,0.012626262626262626,0.00802139037433155,0.0033729521362030196,0.0005224660397074191,0.02385392385392385,0.0,0.00974025974025974,0.0004734848484848485,0.0,0.006003430531732418,0.0,0.003409090909090909,0.0016835016835016836,0.006628787878787879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4
